ID	Taxon	Gloss	GlossID	Orthography	IPA	TOKENS	CogID	CLPA_TOKENS	CLPA_IDS
1239	Turkish	tooth	177	diş	diʃ	d i ʃ	1187	d i ʃ	145 1076 683
1240	Albanian	tree	178	dru	drur	d r u r	349	d r u r	145 153 868 153
1241	English	tree	178	tree	tri	t r i	349	t r i	120 153 1076
1242	French	tree	178	arbre	arbr	a r b r	348	a r b r	997 153 257 153
1243	German	tree	178	Baum	baum	b au m	347	b au m	257 1033 241
1244	Hawaiian	tree	178	lā`au	laːʔau	l aː ʔ a u	352	l aː ʔ a u	554 1004 409 997 868
1245	Navajo	tree	178	tsin	ʦin	ʦ i n	351	ts i n	15 1076 107
1246	Turkish	tree	178	ağaç	aɣaʤ	a ɣ a ʤ	350	a ɣ a dʒ	997 780 997 655
1247	Albanian	true	179	vërtetë	vərtet	v ə r t e t	-814	v ə r t e t	451 1022 153 120 1089 120
1248	English	true	179	true	tru	t r u	815	t r u	120 153 868
1249	French	true	179	vrai	vrɛ	v r ɛ	814	v r ɛ	451 153 1121
1250	German	true	179	wahr	vaːr	v aː r	814	v aː r	451 1004 153
1251	Hawaiian	true	179	`oia`i`o	ʔoiaʔiʔo	ʔ o i a ʔ i ʔ o	818	ʔ o i a ʔ i ʔ o	409 887 1076 997 409 1076 409 887
1252	Navajo	true	179	'aaníí	ʔaːniː	ʔ aː n iː	817	ʔ aː n iː	409 1004 107 1068
1253	Turkish	true	179	doğru	doɣru	d o ɣ r u	816	d o ɣ r u	145 887 780 153 868
1254	Albanian	two	180	dy	dy	d y	145	d y	145 1047
1255	English	two	180	two	tu	t u	145	t u	120 868
1256	French	two	180	deux	dø	d ø	145	d ø	145 1052
1257	German	two	180	zwei	ʦvai	ʦ v ai	145	ts v ai	15 451 1037
1258	Hawaiian	two	180	lua	lua	l u a	148	l u a	554 868 997
1259	Navajo	two	180	naaki	naːki	n aː k i	147	n aː k i	107 1004 838 1076
1260	Turkish	two	180	iki	iki	i k i	146	i k i	1076 838 1076
1261	Albanian	vomit	181	vjell	vjeł	v j e ł	1211	v j e lˠ	451 570 1089 549
1262	English	vomit	181	vomits	vɑmət	v ɑ m ə t	-1209	v ɑ m ə t	451 952 241 1022 120
1263	French	vomit	181	vomit	vɔmi	v ɔ m i	-1209	v ɔ m i	451 916 241 1076
1264	German	vomit	181	erbricht	erbrex	e r b r e x	1208	e r b r e x	1089 153 257 153 1089 778
1265	Hawaiian	vomit	181	lua`i	luaʔi	l u a ʔ i	1213	l u a ʔ i	554 868 997 409 1076
1266	Navajo	vomit	181	náshkwi	naykwi	n ay kw i	1212	n ? kʷ i	107 ? 834 1076
1267	Turkish	vomit	181	kusuyor	kus	k u s	1210	k u s	838 868 89
1268	Albanian	wash	182	lau	la	l a	667	l a	554 997
1269	English	wash	182	washes	wɑʃ	w ɑ ʃ	666	w ɑ ʃ	462 952 683
1270	French	wash	182	lave	lave	l a v e	667	l a v e	554 997 451 1089
1271	German	wash	182	wäscht	vaʃ	v a ʃ	666	v a ʃ	451 997 683
1272	Hawaiian	wash	182	holoi	holoi	h o l o i	670	h o l o i	405 887 554 887 1076
1273	Navajo	wash	182	yiisgis	jiːgis	j iː g i s	669	j iː ɡ i s	570 1068 831 1076 89
1274	Turkish	wash	182	yıkıyor	jɯka	j ɯ k a	668	j ɯ k a	570 944 838 997
1275	Albanian	water	183	ujë	uj	u j	527	u j	868 570
1276	English	water	183	water	wɑtər	w ɑ t ə r	527	w ɑ t ə r	462 952 120 1022 153
1277	French	water	183	eau	o	o	528	o	887
1278	German	water	183	Wasser	vasər	v a s ə r	527	v a s ə r	451 997 89 1022 153
1279	Hawaiian	water	183	wai	wai	w a i	531	w a i	462 997 1076
1280	Navajo	water	183	tó	to	t o	530	t o	120 887
1281	Turkish	water	183	su	suj	s u j	529	s u j	89 868 570
1282	Albanian	we	184	né	n	n	499	n	107
1283	English	we	184	we	wi	w i	498	w i	462 1076
1284	French	we	184	nous	nu	n u	499	n u	107 868
1285	German	we	184	wir	viːr	v iː r	498	v iː r	451 1068 153
1286	Hawaiian	we	184	mākou	maːkou	m aː k o u	502	m aː k o u	241 1004 838 887 868
1287	Navajo	we	184	nihí	nihi	n i h i	501	n i h i	107 1076 405 1076
1288	Turkish	we	184	biz	b	b	500	b	257
1289	Albanian	wet	185	lagët	lagət	l a g ə t	141	l a ɡ ə t	554 997 831 1022 120
1290	English	wet	185	wet	wɛt	w ɛ t	139	w ɛ t	462 1121 120
1291	French	wet	185	mouillé	muje	m u j e	138	m u j e	241 868 570 1089
1292	German	wet	185	nass	nas	n a s	137	n a s	107 997 89
1293	Hawaiian	wet	185	pulu	pulu	p u l u	144	p u l u	291 868 554 868
1294	Navajo	wet	185	ditƚéé'	ditˡeːʔ	d i tˡ eː ʔ	142	d i tˡ eː ʔ	145 1076 121 1091 409
1295	Turkish	wet	185	ıslak	ɯslak	ɯ s l a k	140	ɯ s l a k	944 89 554 997 838
1296	Albanian	what	186	ç'	ʧ	ʧ	418	tʃ	651
1297	English	what	186	what	wɑt	w ɑ t	416	w ɑ t	462 952 120
1298	French	what	186	quoi	kwa	k w a	416	k w a	838 462 997
1299	German	what	186	was	v	v	416	v	451
1300	Hawaiian	what	186	aha	aha	a h a	420	a h a	997 405 997
1301	Navajo	what	186	ha'át'íísh	haʔaytˀiːʃ	h a ʔ ay tˀ iː ʃ	419	h a ʔ ? tʼ iː ʃ	405 997 409 ? 60 1068 683
1302	Turkish	what	186	ne	ne	n e	417	n e	107 1089
1303	Albanian	white	187	bardhë	barð	b a r ð	535	b a r ð	257 997 153 419
1304	English	white	187	white	wait	w ai t	532	w ai t	462 1037 120
1305	French	white	187	blanc	blɑ̃ʃ	b l ɑ̃ ʃ	-533	b l ɑ̃ ʃ	257 554 951 683
1306	German	white	187	weiß	vais	v ai s	532	v ai s	451 1037 89
1307	Hawaiian	white	187	ke`oke`o	keʔokeʔo	k e ʔ o k e ʔ o	538	k e ʔ o k e ʔ o	838 1089 409 887 838 1089 409 887
1308	Navajo	white	187	ƚigai	ɬigai	ɬ i g a i	536	ɬ i ɡ a i	540 1076 831 997 1076
1309	Turkish	white	187	ak	ak	a k	534	a k	997 838
1310	Albanian	who	188	kush	k	k	992	k	838
1311	English	who	188	who	hu	h u	992	h u	405 868
1312	French	who	188	qui	ki	k i	992	k i	838 1076
1313	German	who	188	wer	veː	v eː	992	v eː	451 1091
1314	Hawaiian	who	188	wai	wai	w a i	995	w a i	462 997 1076
1315	Navajo	who	188	háí	hayi	h ay i	994	h ? i	405 ? 1076
1316	Turkish	who	188	kim	kim	k i m	993	k i m	838 1076 241
1317	Albanian	wide	189	gjerë	ɟer	ɟ e r	184	ɟ e r	609 1089 153
1318	English	wide	189	wide	waid	w ai d	181	w ai d	462 1037 145
1319	French	wide	189	large	larʒ	l a r ʒ	182	l a r ʒ	554 997 153 685
1320	German	wide	189	weit	vait	v ai t	181	v ai t	451 1037 120
1321	Hawaiian	wide	189	ākea	aːkea	aː k e a	187	aː k e a	1004 838 1089 997
1322	Navajo	wide	189	niteel	niteːl	n i t eː l	185	n i t eː l	107 1076 120 1091 554
1323	Turkish	wide	189	geniş	geniʃ	g e n i ʃ	183	ɡ e n i ʃ	831 1089 107 1076 683
1324	Albanian	wife	190	grua	gru	g r u	1165	ɡ r u	831 153 868
1325	English	wife	190	wife	waif	w ai f	1163	w ai f	462 1037 452
1326	French	wife	190	femme	fam	f a m	1162	f a m	452 997 241
1327	German	wife	190	Gattin	gatin	g a t i n	1161	ɡ a t i n	831 997 120 1076 107
1328	Hawaiian	wife	190	wahine	wahine	w a h i n e	1168	w a h i n e	462 997 405 1076 107 1089
1329	Navajo	wife	190	'a'áád	ʔaːd	ʔ aː d	1166	ʔ aː d	409 1004 145
1330	Turkish	wife	190	karı	karɯ	k a r ɯ	1164	k a r ɯ	838 997 153 944
1331	Albanian	wind	191	erë	er	e r	-1235	e r	1089 153
1332	English	wind	191	wind	wɪnd	w ɪ n d	1233	w ɪ n d	462 1110 107 145
1333	French	wind	191	vent	vɑ̃	v ɑ̃	1233	v ɑ̃	451 951
1334	German	wind	191	Wind	vind	v i n d	1233	v i n d	451 1076 107 145
1335	Hawaiian	wind	191	makani	makani	m a k a n i	1237	m a k a n i	241 997 838 997 107 1076
1336	Navajo	wind	191	níƚch'i	niɬʧˀi	n i ɬ ʧˀ i	1236	n i ɬ tʃʼ i	107 1076 540 652 1076
1337	Turkish	wind	191	rüzgar	ryzgaːr	r y z g aː r	-1234	r y z ɡ aː r	153 1047 80 831 1004 153
1338	Albanian	wing	192	fletë	flet	f l e t	1230	f l e t	452 554 1089 120
1339	English	wing	192	wing	wɪŋ	w ɪ ŋ	-1228	w ɪ ŋ	462 1110 801
1340	French	wing	192	aile	ɛl	ɛ l	1227	ɛ l	1121 554
1341	German	wing	192	Flügel	flyːgəl	f l yː g ə l	1226	f l yː ɡ ə l	452 554 1049 831 1022 554
1342	Hawaiian	wing	192	`ēheu	ʔeːheu	ʔ eː h e u	1232	ʔ eː h e u	409 1091 405 1089 868
1343	Navajo	wing	192	'at'a'	tˀaʔ	tˀ a ʔ	1231	tʼ a ʔ	60 997 409
1344	Turkish	wing	192	kanat	kanad	k a n a d	1229	k a n a d	838 997 107 997 145
1345	Albanian	wipe	193	fshin	fʃi	f ʃ i	1139	f ʃ i	452 683 1076
1346	English	wipe	193	wipes	waip	w ai p	1137	w ai p	462 1037 291
1347	French	wipe	193	essuie	esɥije	e s ɥ i j e	1136	e s ɥ i j e	1089 89 458 1076 570 1089
1348	German	wipe	193	wischt	viʃ	v i ʃ	1135	v i ʃ	451 1076 683
1349	Hawaiian	wipe	193	kāwele	kaːwele	k aː w e l e	-1142	k aː w e l e	838 1004 462 1089 554 1089
1350	Navajo	wipe	193	nánísht'od	naynitˀod	n ay n i tˀ o d	1140	n ? n i tʼ o d	107 ? 107 1076 60 887 145
1351	Turkish	wipe	193	siliyor	sil	s i l	1138	s i l	89 1076 554
1352	Albanian	with	194	me	me	m e	92	m e	241 1089
1353	English	with	194	with	wɪθ	w ɪ θ	94	w ɪ θ	462 1110 417
1354	French	with	194	avec	avɛk	a v ɛ k	93	a v ɛ k	997 451 1121 838
1355	German	with	194	mit	mit	m i t	92	m i t	241 1076 120
1356	Hawaiian	with	194	me	me	m e	98	m e	241 1089
1357	Navajo	with	194	biƚ	iɬ	i ɬ	96	i ɬ	1076 540
1358	Turkish	with	194	ile	ile	i l e	95	i l e	1076 554 1089
1359	Albanian	woman	195	grua	gru	g r u	859	ɡ r u	831 153 868
1360	English	woman	195	woman	wʊmən	w ʊ m ə n	857	w ʊ m ə n	462 904 241 1022 107
1361	French	woman	195	femme	fam	f a m	856	f a m	452 997 241
1362	German	woman	195	Frau	frau	f r au	855	f r au	452 153 1033
1363	Hawaiian	woman	195	wahine	wahine	w a h i n e	862	w a h i n e	462 997 405 1076 107 1089
1364	Navajo	woman	195	'asdzání	ʔasʣayni	ʔ a s ʣ ay n i	860	ʔ a s dz ? n i	409 997 89 20 ? 107 1076
1365	Turkish	woman	195	kadın	kadɯn	k a d ɯ n	-858	k a d ɯ n	838 997 145 944 107
1366	Albanian	woods	196	pyll	pył	p y ł	-34	p y lˠ	291 1047 549
1367	English	woods	196	woods	wʊd	w ʊ d	32	w ʊ d	462 904 145
1368	French	woods	196	bois	bwa	b w a	-31	b w a	257 462 997
1369	German	woods	196	Wald	vald	v a l d	30	v a l d	451 997 554 145
1370	Hawaiian	woods	196	ulu lā`au	ululaːʔau	u l u l aː ʔ a u	37	u l u l aː ʔ a u	868 554 868 554 1004 409 997 868
1371	Navajo	woods	196	tsintah	ʦintah	ʦ i n t a h	35	ts i n t a h	15 1076 107 120 997 405
1372	Turkish	woods	196	orman	orman	o r m a n	33	o r m a n	887 153 241 997 107
1373	Albanian	worm	197	krimb	krimb	k r i m b	886	k r i m b	838 153 1076 241 257
1374	English	worm	197	worm	wərm	w ə r m	884	w ə r m	462 1022 153 241
1375	French	worm	197	ver	vɛr	v ɛ r	884	v ɛ r	451 1121 153
1376	German	worm	197	Wurm	vurm	v u r m	884	v u r m	451 868 153 241
1377	Hawaiian	worm	197	ko`e	koʔe	k o ʔ e	888	k o ʔ e	838 887 409 1089
1378	Navajo	worm	197	ch'osh	ʧˀoʃ	ʧˀ o ʃ	887	tʃʼ o ʃ	652 887 683
1379	Turkish	worm	197	solucan	soluʤan	s o l u ʤ a n	-885	s o l u dʒ a n	89 887 554 868 655 997 107
1380	Albanian	year	198	vit	vit	v i t	406	v i t	451 1076 120
1381	English	year	198	year	jɪr	j ɪ r	403	j ɪ r	570 1110 153
1382	French	year	198	année	ane	a n e	404	a n e	997 107 1089
1383	German	year	198	Jahr	jaːr	j aː r	403	j aː r	570 1004 153
1384	Hawaiian	year	198	makahiki	makahiki	m a k a h i k i	408	m a k a h i k i	241 997 838 997 405 1076 838 1076
1385	Navajo	year	198	hai	hai	h ai	407	h ai	405 1037
1386	Turkish	year	198	sene	sene	s e n e	-405	s e n e	89 1089 107 1089
1387	Albanian	yellow	199	verdhë	verð	v e r ð	-16	v e r ð	451 1089 153 419
1388	English	yellow	199	yellow	jɛlo	j ɛ l o	14	j ɛ l o	570 1121 554 887
1389	French	yellow	199	jaune	ʒon	ʒ o n	14	ʒ o n	685 887 107
1390	German	yellow	199	gelb	gelb	g e l b	14	ɡ e l b	831 1089 554 257
1391	Hawaiian	yellow	199	melemele	melemele	m e l e m e l e	19	m e l e m e l e	241 1089 554 1089 241 1089 554 1089
1392	Navajo	yellow	199	ƚitso	ɬiʦo	ɬ i ʦ o	17	ɬ i ts o	540 1076 15 887
1393	Turkish	yellow	199	sarı	sarɯ	s a r ɯ	15	s a r ɯ	89 997 153 944
1394	Albanian	you	200	ju	ju	j u	1029	j u	570 868
1395	English	you	200	you	ju	j u	1028	j u	570 868
1396	French	you	200	vous	vu	v u	1029	v u	451 868
1397	German	you	200	ihr	iːr	iː r	1028	iː r	1068 153
1398	Hawaiian	you	200	`oukou	ʔou	ʔ o u	1032	ʔ o u	409 887 868
1399	Navajo	you	200	nihí	nihi	n i h i	1031	n i h i	107 1076 405 1076
1400	Turkish	you	200	siz	s	s	1030	s	89
